work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Identifier
2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M,2023MIFTData Analytics Manager155000USD155000US0USM
2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M,2023MIFTData Analytics Manager140000USD140000US0USM
2023,SE,FT,Data Engineer,161800,USD,161800,US,100,US,M,2023SEFTData Engineer161800USD161800US100USM
2023,SE,FT,Data Engineer,141600,USD,141600,US,100,US,M,2023SEFTData Engineer141600USD141600US100USM
2023,SE,FT,Machine Learning Engineer,342300,USD,342300,US,0,US,L,2023SEFTMachine Learning Engineer342300USD342300US0USL
2023,SE,FT,Machine Learning Engineer,176100,USD,176100,US,0,US,L,2023SEFTMachine Learning Engineer176100USD176100US0USL
2023,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M,2023MIFTData Engineer100000USD100000US100USM
2023,MI,FT,Data Engineer,70000,USD,70000,US,100,US,M,2023MIFTData Engineer70000USD70000US100USM
2023,EN,FT,Data Engineer,85000,USD,85000,US,0,US,M,2023ENFTData Engineer85000USD85000US0USM
2023,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M,2023ENFTData Engineer65000USD65000US0USM
2023,SE,FT,Data Scientist,138784,USD,138784,US,100,US,M,2023SEFTData Scientist138784USD138784US100USM
2023,SE,FT,Data Scientist,83270,USD,83270,US,100,US,M,2023SEFTData Scientist83270USD83270US100USM
2023,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M,2023ENFTData Analyst75000USD75000US0USM
2023,EN,FT,Data Analyst,70000,USD,70000,US,0,US,M,2023ENFTData Analyst70000USD70000US0USM
2023,SE,FT,Data Analyst,204500,USD,204500,US,0,US,M,2023SEFTData Analyst204500USD204500US0USM
2023,SE,FT,Data Analyst,138900,USD,138900,US,0,US,M,2023SEFTData Analyst138900USD138900US0USM
2023,SE,FT,Machine Learning Engineer,318300,USD,318300,US,100,US,M,2023SEFTMachine Learning Engineer318300USD318300US100USM
2023,SE,FT,Machine Learning Engineer,212200,USD,212200,US,100,US,M,2023SEFTMachine Learning Engineer212200USD212200US100USM
2023,SE,FT,Data Engineer,95000,USD,95000,US,100,US,M,2023SEFTData Engineer95000USD95000US100USM
2023,SE,FT,Data Engineer,75000,USD,75000,US,100,US,M,2023SEFTData Engineer75000USD75000US100USM
2023,SE,FT,Data Scientist,195000,USD,195000,US,0,US,M,2023SEFTData Scientist195000USD195000US0USM
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M,2023SEFTData Scientist160000USD160000US0USM
2023,SE,FT,Analytics Engineer,230000,USD,230000,US,0,US,M,2023SEFTAnalytics Engineer230000USD230000US0USM
2023,SE,FT,Analytics Engineer,143200,USD,143200,US,0,US,M,2023SEFTAnalytics Engineer143200USD143200US0USM
2023,MI,FT,Business Data Analyst,105000,USD,105000,US,50,US,L,2023MIFTBusiness Data Analyst105000USD105000US50USL
2023,MI,FT,Applied Data Scientist,1700000,INR,20670,IN,100,IN,L,2023MIFTApplied Data Scientist1700000INR20670IN100INL
2023,MI,FT,Data Analyst,38000,GBP,46178,GB,0,GB,M,2023MIFTData Analyst38000GBP46178GB0GBM
2023,MI,FT,Data Analyst,35000,GBP,42533,GB,0,GB,M,2023MIFTData Analyst35000GBP42533GB0GBM
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,2023SEFTData Engineer145000USD145000US0USM
2023,SE,FT,Data Analyst,168400,USD,168400,US,0,US,M,2023SEFTData Analyst168400USD168400US0USM
2023,SE,FT,Data Analyst,105200,USD,105200,US,0,US,M,2023SEFTData Analyst105200USD105200US0USM
2023,SE,FT,Machine Learning Engineer,190000,USD,190000,US,0,US,M,2023SEFTMachine Learning Engineer190000USD190000US0USM
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M,2023SEFTMachine Learning Engineer150000USD150000US0USM
2023,SE,FT,Analytics Engineer,150000,USD,150000,US,100,US,M,2023SEFTAnalytics Engineer150000USD150000US100USM
2023,SE,FT,Analytics Engineer,120000,USD,120000,US,100,US,M,2023SEFTAnalytics Engineer120000USD120000US100USM
2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,2023SEFTData Engineer120000USD120000US0USM
2023,SE,FT,Data Analyst,45000,GBP,54685,CF,100,CF,M,2023SEFTData Analyst45000GBP54685CF100CFM
2023,SE,FT,Data Analyst,35000,GBP,42533,CF,100,CF,M,2023SEFTData Analyst35000GBP42533CF100CFM
2023,SE,FT,Data Engineer,241000,USD,241000,US,0,US,M,2023SEFTData Engineer241000USD241000US0USM
2023,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M,2023SEFTData Engineer155000USD155000US0USM
2023,SE,FT,Data Engineer,220000,USD,220000,US,100,US,M,2023SEFTData Engineer220000USD220000US100USM
2023,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M,2023SEFTData Engineer190000USD190000US100USM
2023,MI,FT,Data Scientist,55000,GBP,66837,GB,0,GB,M,2023MIFTData Scientist55000GBP66837GB0GBM
2023,MI,FT,Data Scientist,45000,GBP,54685,GB,0,GB,M,2023MIFTData Scientist45000GBP54685GB0GBM
2020,EX,FT,Staff Data Analyst,15000,USD,15000,NG,0,CA,M,2020EXFTStaff Data Analyst15000USD15000NG0CAM
2023,MI,FT,ETL Engineer,70000,GBP,85066,GB,100,GB,M,2023MIFTETL Engineer70000GBP85066GB100GBM
2023,MI,FT,ETL Engineer,47500,GBP,57723,GB,100,GB,M,2023MIFTETL Engineer47500GBP57723GB100GBM
2023,EN,FT,Data Analyst,85000,USD,85000,US,100,US,M,2023ENFTData Analyst85000USD85000US100USM
2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M,2023ENFTData Analyst75000USD75000US100USM
2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,2023SEFTData Engineer160000USD160000US0USM
2023,MI,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M,2023MIFTMachine Learning Engineer300000USD300000US0USM
2023,MI,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M,2023MIFTMachine Learning Engineer250000USD250000US0USM
2023,SE,FT,Data Scientist,228000,USD,228000,US,0,US,M,2023SEFTData Scientist228000USD228000US0USM
2023,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M,2023SEFTData Scientist186000USD186000US0USM
2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M,2023SEFTData Scientist190000USD190000US0USM
2023,MI,FT,Research Engineer,230000,USD,230000,US,0,US,M,2023MIFTResearch Engineer230000USD230000US0USM
2023,MI,FT,Research Engineer,200000,USD,200000,US,0,US,M,2023MIFTResearch Engineer200000USD200000US0USM
2023,SE,FT,Data Architect,180000,USD,180000,US,100,US,M,2023SEFTData Architect180000USD180000US100USM
2023,SE,FT,Data Architect,115000,USD,115000,US,100,US,M,2023SEFTData Architect115000USD115000US100USM
2023,SE,FT,Data Architect,200000,USD,200000,US,100,US,M,2023SEFTData Architect200000USD200000US100USM
2023,SE,FT,Data DevOps Engineer,50000,EUR,53654,FR,50,FR,S,2023SEFTData DevOps Engineer50000EUR53654FR50FRS
2023,EX,FT,Data Engineer,220000,USD,220000,US,0,US,M,2023EXFTData Engineer220000USD220000US0USM
2023,EX,FT,Data Engineer,205000,USD,205000,US,0,US,M,2023EXFTData Engineer205000USD205000US0USM
2023,MI,FT,Data Engineer,180000,USD,180000,US,0,US,M,2023MIFTData Engineer180000USD180000US0USM
2023,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M,2023SEFTData Engineer200000USD200000US100USM
2023,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,2023SEFTData Engineer150000USD150000US100USM
2023,SE,FT,Computer Vision Engineer,215000,USD,215000,US,0,US,M,2023SEFTComputer Vision Engineer215000USD215000US0USM
2023,SE,FT,Computer Vision Engineer,170000,USD,170000,US,0,US,M,2023SEFTComputer Vision Engineer170000USD170000US0USM
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,2023SEFTMachine Learning Engineer247500USD247500US0USM
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,2023SEFTMachine Learning Engineer172200USD172200US0USM
2023,SE,FT,Data Scientist,224000,USD,224000,CA,0,CA,M,2023SEFTData Scientist224000USD224000CA0CAM
2023,SE,FT,Data Scientist,176000,USD,176000,CA,0,CA,M,2023SEFTData Scientist176000USD176000CA0CAM
2023,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M,2023SEFTData Analyst120000USD120000US100USM
2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,2023SEFTData Analyst75000USD75000US100USM
2023,EN,FT,Data Engineer,1400000,INR,17022,IN,100,IN,L,2023ENFTData Engineer1400000INR17022IN100INL
2023,SE,FT,Applied Data Scientist,100000,AUD,68318,AU,100,FI,M,2023SEFTApplied Data Scientist100000AUD68318AU100FIM
2023,MI,FT,AI Developer,100000,SGD,75020,FI,0,FI,M,2023MIFTAI Developer100000SGD75020FI0FIM
2023,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M,2023SEFTData Analyst140000USD140000US0USM
2023,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,2023SEFTData Analyst120000USD120000US0USM
2023,SE,FT,Data Engineer,128000,USD,128000,US,0,US,M,2023SEFTData Engineer128000USD128000US0USM
2023,EX,FT,Head of Data,329500,USD,329500,US,0,US,M,2023EXFTHead of Data329500USD329500US0USM
2023,EX,FT,Head of Data,269600,USD,269600,US,0,US,M,2023EXFTHead of Data269600USD269600US0USM
2023,SE,FT,Data Quality Analyst,100000,USD,100000,US,0,US,M,2023SEFTData Quality Analyst100000USD100000US0USM
2023,SE,FT,Data Quality Analyst,80000,USD,80000,US,0,US,M,2023SEFTData Quality Analyst80000USD80000US0USM
2023,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M,2023SEFTData Scientist250000USD250000US0USM
2023,SE,FT,Data Scientist,162500,USD,162500,US,0,US,M,2023SEFTData Scientist162500USD162500US0USM
2023,MI,FT,AI Developer,200000,USD,200000,US,100,US,M,2023MIFTAI Developer200000USD200000US100USM
2023,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,2023SEFTData Engineer100000USD100000US0USM
2023,EX,FT,Data Engineer,145000,USD,145000,US,0,US,M,2023EXFTData Engineer145000USD145000US0USM
2023,EX,FT,Data Engineer,115000,USD,115000,US,0,US,M,2023EXFTData Engineer115000USD115000US0USM
2023,SE,FT,Data Scientist,203500,USD,203500,US,0,US,M,2023SEFTData Scientist203500USD203500US0USM
2023,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M,2023SEFTData Scientist152000USD152000US0USM
2023,SE,FT,Data Scientist,239000,USD,239000,US,0,US,L,2023SEFTData Scientist239000USD239000US0USL
2023,SE,FT,Data Scientist,122900,USD,122900,US,0,US,L,2023SEFTData Scientist122900USD122900US0USL
2023,SE,FT,Data Scientist,237000,USD,237000,US,0,US,M,2023SEFTData Scientist237000USD237000US0USM
2023,SE,FT,Data Scientist,145000,USD,145000,US,0,US,M,2023SEFTData Scientist145000USD145000US0USM
2023,SE,FT,Data Science Manager,191765,USD,191765,US,0,US,M,2023SEFTData Science Manager191765USD191765US0USM
2023,SE,FT,Data Science Manager,134236,USD,134236,US,0,US,M,2023SEFTData Science Manager134236USD134236US0USM
2023,SE,FT,Analytics Engineer,190000,USD,190000,US,100,US,M,2023SEFTAnalytics Engineer190000USD190000US100USM
2023,SE,FT,Analytics Engineer,112000,USD,112000,US,100,US,M,2023SEFTAnalytics Engineer112000USD112000US100USM
2022,SE,FT,Data Scientist,84000,EUR,88256,ES,100,GB,L,2022SEFTData Scientist84000EUR88256ES100GBL
2023,SE,FT,Data Analyst,135000,USD,135000,US,0,US,M,2023SEFTData Analyst135000USD135000US0USM
2023,SE,FT,Data Analyst,105500,USD,105500,US,0,US,M,2023SEFTData Analyst105500USD105500US0USM
2023,SE,FT,Research Engineer,293000,USD,293000,US,0,US,M,2023SEFTResearch Engineer293000USD293000US0USM
2023,SE,FT,Research Engineer,185000,USD,185000,US,0,US,M,2023SEFTResearch Engineer185000USD185000US0USM
2023,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M,2023SEFTData Analyst80000USD80000US0USM
2023,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,2023SEFTData Analyst70000USD70000US0USM
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,2023SEFTData Engineer160000USD160000US100USM
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,2023SEFTData Scientist175000USD175000US100USM
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,2023SEFTData Scientist145000USD145000US100USM
2023,SE,FT,Data Analyst,200000,USD,200000,US,0,US,M,2023SEFTData Analyst200000USD200000US0USM
2023,SE,FT,Data Analyst,148500,USD,148500,US,0,US,M,2023SEFTData Analyst148500USD148500US0USM
